Number of Records,Offense,Relationship,Suspect Age At Incident,Suspect Gender,Victim Age At Incident,Victim Gender,Weapon Type,Alcohol,Call Date/Time,Dcf Notified,Drug Related,Id,Incident Number,Mental Health Related,Offense Violation Type Id
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,,,26,Female - F,,Yes,12/5/2013 1:39:26 PM,0,0,202695,13BU032320,0,2234
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Ex-Spouse -XS,35,Male - M,24,Female - F,,1,12/5/2013 2:20:15 PM,1,0,202715,13BU032324,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,33,Female - F,52,Female - F,,,12/6/2013 11:01:19 PM,,1,203323,13BU032448,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,,,63,Male - M,,Yes,12/11/2013 3:10:40 PM,0,0,205205,13BU032765,1,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,22,Male - M,22,Female - F,,Yes,12/15/2013 6:28:12 PM,0,0,207059,13BU033066,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,26,Female - F,,Yes,12/19/2013 11:37:30 AM,0,1,208746,13BU033338,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,45,Male - M,38,Female - F,,Yes,12/21/2013 9:13:43 AM,0,0,209737,13BU033546,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Parent - PA,50,Male - M,66,Female - F,,Yes,12/30/2013 3:49:17 PM,0,0,213562,13BU034151,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Spouse - SE,31,Male - M,29,Female - F,,,1/3/2014 10:19:43 AM,,1,226452,14BU000206,0,2235
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,,,28,Female - F,,Yes,1/4/2014 11:04:49 AM,1,0,216173,14BU000283,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,17,Male - M,48,Female - F,,Yes,1/6/2014 5:03:06 PM,1,0,217373,14BU000441,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Relationship Unknown - RU,20,Male - M,149,,,1,1/9/2014 8:54:09 PM,,0,219219,14BU000717,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Aquaintance - AQ,33,Male - M,33,Female - F,,Yes,1/11/2014 1:48:28 PM,0,0,220273,14BU000881,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,27,Male - M,23,Female - F,,1,1/12/2014 4:46:46 AM,,0,220633,14BU000966,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Ex-Spouse -XS,43,Male - M,38,Female - F,,,1/12/2014 12:29:57 PM,,0,220738,14BU000979,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,42,Male - M,30,Female - F,,1,1/21/2014 11:14:37 PM,,0,226214,14BU001932,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Otherwise Known - OK,42,Male - M,53,Male - M,,1,1/25/2014 11:34:39 AM,0,0,228349,14BU002217,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,48,Male - M,53,Male - M,,,1/29/2014 1:57:00 AM,,0,230193,14BU002554,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,44,Male - M,77,Female - F,,,1/29/2014 4:25:38 AM,,0,230212,14BU002558,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,25,Male - M,61,Male - M,,,2/1/2014 5:24:44 PM,,1,232542,14BU002897,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,51,Male - M,11,Male - M,,,2/3/2014 3:39:53 PM,1,0,233513,14BU003081,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,51,Male - M,15,Male - M,,,2/3/2014 3:39:53 PM,1,0,233513,14BU003081,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Child - CH,47,Male - M,11,Female - F,,,2/4/2014 7:14:57 AM,,0,233755,14BU003129,0,2249
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Spouse - SE,46,Male - M,43,Female - F,,1,2/4/2014 8:43:26 PM,1,0,234208,14BU003196,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,18,Male - M,58,Male - M,,Yes,2/5/2014 12:14:09 PM,1,0,234517,14BU003250,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,16,Female - F,37,Female - F,,,2/8/2014 1:53:11 PM,1,0,236384,14BU003535,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,27,Male - M,23,Female - F,,,2/9/2014 2:07:40 AM,,0,236692,14BU003593,0,2235
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,44,Male - M,36,Female - F,,1,2/9/2014 11:28:49 PM,0,0,237027,14BU003642,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,38,Male - M,17,Male - M,,Yes,2/10/2014 1:09:59 AM,0,0,237046,14BU003646,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,20,Male - M,40,Female - F,,Yes,2/11/2014 12:51:19 PM,0,0,237834,14BU003749,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,,,54,Female - F,,1,2/11/2014 5:49:24 PM,0,0,238001,14BU003772,1,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,,,53,Male - M,,1,2/11/2014 5:49:24 PM,0,0,238001,14BU003772,1,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,29,Female - F,58,Female - F,,1,2/17/2014 8:11:05 PM,0,1,241122,14BU004248,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Spouse - SE,20,Female - F,25,Male - M,,,2/23/2014 3:33:13 PM,,0,244476,14BU004763,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,55,Male - M,14,Female - F,,,2/24/2014 7:40:18 PM,1,0,245093,14BU004856,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,22,Male - M,23,Female - F,,1,2/26/2014 12:28:23 AM,0,0,245700,14BU004959,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,23,Female - F,22,Male - M,,1,2/26/2014 12:28:23 AM,0,0,245720,14BU004959,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,,,34,Female - F,,Yes,2/26/2014 9:01:17 AM,0,0,245796,14BU004972,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,24,Female - F,,1,2/28/2014 7:51:47 AM,0,0,246873,14BU005131,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Otherwise Known - OK,20,Male - M,19,Female - F,,1,3/1/2014 10:59:02 PM,0,0,248003,14BU005265,0,2249
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Aquaintance - AQ,53,Male - M,28,Male - M,,Yes,3/3/2014 8:36:33 AM,0,0,248476,14BU005364,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,29,Male - M,,Yes,3/9/2014 4:21:13 PM,0,0,251818,14BU005866,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,40,Male - M,33,Female - F,,1,3/13/2014 1:44:54 AM,,0,253776,14BU006122,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Other Family Member - OF,21,Male - M,22,Female - F,,,3/13/2014 3:51:00 PM,,0,254075,14BU006160,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,17,Male - M,46,Female - F,,1,3/16/2014 3:00:20 AM,1,0,255624,14BU006403,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,17,Male - M,19,Male - M,,1,3/16/2014 3:00:20 AM,1,0,255661,14BU006403,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,29,Male - M,35,Female - F,,Yes,3/19/2014 9:53:17 AM,0,0,257323,14BU006664,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,42,Male - M,30,Female - F,,1,3/22/2014 2:16:44 PM,,0,259317,14BU006972,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,26,Male - M,45,Female - F,,Yes,3/22/2014 8:52:48 PM,0,0,259499,14BU007003,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Ex-Spouse -XS,25,Male - M,23,Female - F,,,3/24/2014 9:53:53 AM,,0,260195,14BU007093,0,2234
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,42,Male - M,30,Female - F,,,3/24/2014 2:17:21 PM,,0,260362,14BU007111,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,52,Male - M,49,Female - F,,,3/24/2014 9:30:37 PM,,0,260554,14BU007140,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,33,Female - F,30,Female - F,,Yes,3/28/2014 2:58:50 AM,0,0,262427,14BU007443,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,34,Female - F,37,Male - M,,1,4/4/2014 1:11:45 AM,0,0,266382,14BU008067,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Otherwise Known - OK,16,Female - F,50,Female - F,,Yes,4/4/2014 8:05:03 AM,0,0,266482,14BU008080,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,19,Male - M,15,Female - F,,Yes,4/5/2014 9:51:16 AM,1,0,267228,14BU008183,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Child - CH,47,Male - M,11,Female - F,,Yes,4/7/2014 4:56:21 PM,0,0,268433,14BU008390,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,16,Female - F,17,Male - M,,,4/9/2014 8:23:39 AM,1,0,269239,14BU008513,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,17,Male - M,16,Female - F,,,4/9/2014 8:23:39 AM,1,0,269239,14BU008513,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,37,Male - M,34,Female - F,,Yes,4/10/2014 5:42:22 AM,0,0,269772,14BU008618,1,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,38,Male - M,38,Male - M,,,4/10/2014 9:51:00 AM,,0,269904,14BU008630,0,2249
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Parent - PA,17,Male - M,36,Male - M,,Yes,4/12/2014 9:18:07 AM,1,0,271346,14BU008917,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,,,39,Female - F,,Yes,4/12/2014 10:37:06 AM,0,0,271375,14BU008923,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Same Sex Relationship - HR,,,23,Male - M,,Yes,4/12/2014 10:37:06 AM,0,0,271375,14BU008923,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,29,Male - M,35,Female - F,,Yes,4/21/2014 10:10:14 AM,0,0,276562,14BU009783,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,17,Male - M,17,Female - F,,,4/21/2014 12:46:08 PM,,0,276427,14BU009799,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Otherwise Known - OK,53,Male - M,52,Female - F,,Yes,4/21/2014 4:42:35 PM,0,0,276627,14BU009832,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,35,Male - M,37,Female - F,,Yes,4/23/2014 6:16:10 PM,0,0,277855,14BU010040,1,2249
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Child - CH,,,17,Male - M,,1,4/26/2014 10:20:15 PM,0,0,279759,14BU010348,0,2234
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,,,52,Male - M,,Yes,5/4/2014 1:57:17 PM,0,0,284049,14BU011031,1,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,31,Male - M,37,Female - F,,,5/5/2014 5:46:01 PM,,0,284646,14BU011151,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,45,Male - M,27,Female - F,,Yes,5/6/2014 1:16:00 PM,0,0,285080,14BU011194,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,35,Female - F,32,Male - M,,,5/7/2014 9:03:01 AM,,0,285554,14BU011280,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Step-Sibling - SS,20,Male - M,25,Female - F,,Yes,5/9/2014 2:28:46 PM,0,0,287111,14BU011513,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,27,Male - M,23,Female - F,,1,5/9/2014 4:09:00 PM,0,1,287180,14BU011521,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,52,Male - M,47,Female - F,,1,5/11/2014 12:10:00 AM,0,0,288178,14BU011714,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,23,Female - F,22,Male - M,,1,5/12/2014 3:06:20 AM,0,0,288718,14BU011818,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,24,Female - F,27,Male - M,,1,5/13/2014 12:03:32 AM,,0,289361,14BU011923,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Parent - PA,31,Male - M,62,Female - F,,Yes,5/13/2014 9:21:18 AM,0,0,289493,14BU011948,1,2249
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Spouse - SE,25,Male - M,24,Female - F,,,5/16/2014 6:41:37 PM,,0,291903,14BU012330,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,33,Male - M,,Yes,5/16/2014 10:44:13 PM,0,0,292056,14BU012352,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Child - CH,40,Male - M,7,Male - M,,Yes,5/17/2014 7:49:00 PM,1,0,292561,14BU012440,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Friend - FR,21,Female - F,21,Male - M,,1,5/19/2014 9:12:30 AM,,1,301439,14BU012600,1,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Otherwise Known - OK,33,Male - M,32,Female - F,,,5/21/2014 7:29:15 AM,,0,294945,14BU012810,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Otherwise Known - OK,18,Male - M,20,Female - F,,,5/29/2014 2:36:15 PM,,0,300716,14BU013653,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,29,Male - M,25,Female - F,,,5/30/2014 11:28:40 PM,,0,301847,14BU013810,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,,,33,Female - F,,Yes,5/31/2014 10:03:17 AM,0,0,302052,14BU013846,0,2249
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Other Family Member - OF,15,Male - M,18,Male - M,,Yes,6/5/2014 9:42:13 PM,0,0,305824,14BU014493,0,2234
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,22,Male - M,21,Female - F,,Yes,6/6/2014 9:25:33 AM,0,0,306012,14BU014521,0,2234
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Spouse - SE,,,27,Male - M,,1,6/7/2014 1:04:08 AM,0,0,306599,14BU014618,0,2234
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,31,Male - M,29,Female - F,,Yes,6/8/2014 8:14:33 AM,0,0,307290,14BU014773,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,24,Male - M,25,Female - F,,,6/8/2014 9:46:19 AM,,0,307318,14BU014776,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,54,Female - F,28,Female - F,,Yes,6/14/2014 10:46:43 AM,0,0,311085,14BU015428,1,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,17,Male - M,18,Female - F,,1,6/16/2014 2:21:00 AM,1,0,312075,14BU015595,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,41,Male - M,47,Female - F,,,6/17/2014 10:32:05 PM,,0,313339,14BU015780,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,27,Male - M,28,Female - F,,,6/20/2014 12:08:09 PM,,0,314943,14BU016047,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Other Family Member - OF,22,Male - M,26,Female - F,,Yes,6/22/2014 7:41:03 AM,0,0,316193,14BU016256,1,2234
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,26,Female - F,31,Male - M,,Yes,6/26/2014 4:04:35 PM,0,0,318886,14BU016675,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Step-Sibling - SS,49,Male - M,57,Female - F,,Yes,6/29/2014 9:18:37 AM,0,0,320510,14BU016922,1,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,31,Female - F,29,Male - M,,,6/30/2014 4:50:17 PM,,0,321406,14BU017035,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,26,Male - M,25,Female - F,,1,6/30/2014 10:56:51 PM,1,0,321622,14BU017067,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Spouse - SE,60,Male - M,45,Female - F,,1,7/1/2014 11:59:56 PM,0,0,322370,14BU017184,1,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,18,Male - M,20,Female - F,,Yes,7/6/2014 3:15:53 PM,0,0,325452,14BU017704,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Otherwise Known - OK,42,Male - M,36,Female - F,,,7/9/2014 5:30:02 PM,,0,327573,14BU018041,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,22,Male - M,23,Female - F,,1,7/9/2014 11:16:16 PM,0,1,327744,14BU018075,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,31,Female - F,,Yes,7/11/2014 8:20:26 AM,0,0,328622,14BU018213,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,25,Male - M,30,Female - F,,,7/12/2014 11:10:50 PM,,0,329903,14BU018439,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Parent - PA,,,81,Male - M,,Yes,7/14/2014 10:42:18 PM,0,0,330971,14BU018634,1,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,47,Male - M,31,Female - F,,,7/18/2014 10:20:20 AM,,0,333332,14BU018981,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Otherwise Known - OK,,,20,Male - M,,1,7/21/2014 1:13:01 AM,,0,335107,14BU019365,1,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,36,Male - M,25,Female - F,,Yes,7/21/2014 7:41:57 AM,0,0,335177,14BU019380,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,38,Male - M,35,Female - F,,,7/21/2014 3:50:45 PM,,0,335518,14BU019434,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Ex-Spouse -XS,38,Male - M,36,Female - F,,Yes,7/24/2014 11:08:54 PM,0,0,337923,14BU019792,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,38,Male - M,36,Female - F,,Yes,7/24/2014 11:08:54 PM,0,0,337919,14BU019792,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,58,Male - M,15,Female - F,,,7/27/2014 9:30:19 AM,,0,339483,14BU020156,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,27,Male - M,23,Female - F,,1,7/28/2014 10:20:00 PM,0,1,340440,14BU020298,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Spouse - SE,41,Male - M,47,Female - F,,,7/29/2014 1:54:18 PM,,0,340821,14BU020356,0,2249
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,34,Female - F,37,Male - M,,1,7/29/2014 11:34:57 PM,0,0,341127,14BU020400,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Aquaintance - AQ,28,Male - M,29,Female - F,,1,7/30/2014 11:01:39 PM,,0,341831,14BU020493,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,19,Female - F,20,Male - M,,Yes,7/31/2014 7:36:00 PM,0,0,342394,14BU020568,0,2233
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,26,Male - M,24,Female - F,,1,8/1/2014 9:32:16 PM,0,0,343224,14BU020700,0,2235
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,27,Male - M,26,Female - F,,1,8/2/2014 12:04:31 AM,0,0,343332,14BU020723,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,34,Male - M,,,8/2/2014 5:35:45 AM,,0,343538,14BU020756,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,,,34,Male - M,,,8/2/2014 5:35:45 AM,,0,343540,14BU020756,0,2249
1,Domestic Assault - 2nd Degree Aggravated 13 VSA 1044 13A,Victim was Boyfriend/Girlfriend - BG,35,Male - M,37,Female - F,,Yes,8/2/2014 12:30:00 PM,0,0,343708,14BU020787,0,2235
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,35,Male - M,37,Female - F,,Yes,8/2/2014 12:30:00 PM,0,0,343591,14BU020787,0,2249
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Step-Parent - SP,35,Male - M,45,Female - F,,,8/4/2014 5:06:34 PM,,0,344894,14BU021045,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Otherwise Known - OK,22,Female - F,38,Male - M,,Yes,8/6/2014 12:58:39 AM,0,0,345829,14BU021204,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,22,Female - F,28,Male - M,,1,8/7/2014 12:11:02 AM,0,0,346512,14BU021315,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,32,Male - M,35,Female - F,,1,8/7/2014 2:59:31 AM,0,0,346553,14BU021324,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,,,52,Female - F,,1,8/8/2014 9:17:48 PM,0,0,347825,14BU021522,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Boyfriend/Girlfriend - BG,29,Female - F,27,Male - M,,Yes,8/9/2014 11:25:33 PM,0,0,348561,14BU021665,0,2234
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Boyfriend/Girlfriend - BG,55,Male - M,40,Female - F,,,8/14/2014 1:54:16 PM,,0,351444,14BU022238,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,,,20,Male - M,,1,8/15/2014 11:54:53 PM,0,0,352498,14BU022425,0,2233
1,Domestic Assault - 1st Degree Aggravated 13 VSA 1043 13A,Victim was Otherwise Known - OK,17,Male - M,59,Female - F,,Yes,8/19/2014 12:47:55 PM,1,0,354525,14BU022771,0,2234
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,22,Male - M,7,Male - M,,,8/19/2014 9:40:38 PM,1,0,354874,14BU022827,1,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Parent - PA,,,52,Female - F,,Yes,8/21/2014 3:13:57 PM,0,0,356005,14BU023039,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,33,Female - F,34,Female - F,,Yes,8/22/2014 9:19:32 PM,0,1,356936,14BU023198,1,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,25,Female - F,31,Male - M,,Yes,8/23/2014 7:31:38 AM,0,0,357234,14BU023285,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,20,Male - M,33,Female - F,,,8/23/2014 8:54:14 PM,,0,357583,14BU023336,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Spouse - SE,20,Male - M,20,Female - F,,Yes,8/24/2014 9:53:17 PM,0,0,358193,14BU023432,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Child - CH,41,Male - M,14,Female - F,,1,8/27/2014 9:01:00 AM,1,0,359799,14BU023708,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,33,Male - M,33,Female - F,,Yes,8/30/2014 6:35:00 AM,0,0,364006,14BU024406,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Parent - PA,28,Male - M,54,Female - F,,1,9/4/2014 5:42:13 PM,0,0,365863,14BU024671,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,54,Male - M,32,Female - F,,1,9/5/2014 10:13:02 PM,,0,366821,14BU024809,0,2233
1,Domestic Assault 13 VSA 1042 13B,Victim was Other Family Member - OF,16,Female - F,18,Female - F,,Yes,9/8/2014 12:57:39 PM,0,0,368441,14BU025097,0,2233
1,Violation Of An Abuse Prevention Order 13 VSA 1030 90Z,Victim was Ex-Spouse -XS,42,Male - M,36,Female - F,,Yes,9/8/2014 7:14:36 PM,0,0,368695,14BU025151,0,2249
1,Domestic Assault 13 VSA 1042 13B,Victim was Boyfriend/Girlfriend - BG,25,Female - F,,,,Yes,9/11/2014 10:40:54 AM,0,0,370353,14BU025410,0,2233
